idx,row,score,head,tail_label,in_validation,in_testing
5488,5488,-2.0364878177642822,Q110262588_Data_Science,Q68_Computer,False,False
1644,1644,-2.0579419136047363,Q110262588_Data_Science,Q121416_Discrete_mathematics,False,False
3039,3039,-0.8631519079208374,Q251_Java_(programming_language),Q21198_Computer_science,False,False
6194,6194,-0.9215771555900574,Q251_Java_(programming_language),Q8366_Algorithm,False,False
4207,4207,-0.9701973795890808,Q251_Java_(programming_language),Q395_Mathematics,False,False
5488,5488,-0.9752253293991089,Q251_Java_(programming_language),Q68_Computer,False,True
2931,2931,-0.9976056218147278,Q251_Java_(programming_language),Q205084_Computational_complexity_theory,False,False
6194,6194,-0.7303977012634277,Q47607_SQL,Q8366_Algorithm,False,False
5488,5488,-0.7655320167541504,Q47607_SQL,Q68_Computer,False,False
6534,6534,-0.7818993926048279,Q47607_SQL,Q9143_Programming_language,False,True
4207,4207,-0.8071715831756592,Q47607_SQL,Q395_Mathematics,False,False
2931,2931,-0.8127784729003906,Q47607_SQL,Q205084_Computational_complexity_theory,False,False
6534,6534,-0.7240584492683411,Q9143_Programming_language,Q9143_Programming_language,False,False
6194,6194,-0.7621018290519714,Q9143_Programming_language,Q8366_Algorithm,False,False
4207,4207,-0.8029226064682007,Q9143_Programming_language,Q395_Mathematics,False,False
2931,2931,-0.8414738178253174,Q9143_Programming_language,Q205084_Computational_complexity_theory,False,False
6024,6024,-0.8461225628852844,Q9143_Programming_language,Q79872_Object-oriented_programming,False,False
6030,6030,-0.9268567562103271,Q7397_Computer_software,Q80006_Computer_programming,False,False
3039,3039,-0.932750403881073,Q7397_Computer_software,Q21198_Computer_science,False,False
6534,6534,-0.9393872022628784,Q7397_Computer_software,Q9143_Programming_language,False,False
6194,6194,-0.9598657488822937,Q7397_Computer_software,Q8366_Algorithm,False,False
4207,4207,-0.9933894872665405,Q7397_Computer_software,Q395_Mathematics,False,False
6030,6030,-1.910404086112976,Q37082486_Python_Programming,Q80006_Computer_programming,False,False
3039,3039,-1.9606117010116577,Q37082486_Python_Programming,Q21198_Computer_science,False,False
5488,5488,-1.9768364429473877,Q37082486_Python_Programming,Q68_Computer,False,False
6194,6194,-2.0051279067993164,Q37082486_Python_Programming,Q8366_Algorithm,False,False
4207,4207,-2.0051870346069336,Q37082486_Python_Programming,Q395_Mathematics,False,False
3039,3039,-1.5639714002609253,Q197536_ngrok,Q21198_Computer_science,False,False
6030,6030,-1.5696604251861572,Q197536_ngrok,Q80006_Computer_programming,False,False
4207,4207,-1.6192079782485962,Q197536_ngrok,Q395_Mathematics,False,False
6194,6194,-1.6291015148162842,Q197536_ngrok,Q8366_Algorithm,False,False
5488,5488,-1.6443358659744263,Q197536_ngrok,Q68_Computer,False,False
3039,3039,-1.1116883754730225,Q94_Android_Development,Q21198_Computer_science,False,False
6030,6030,-1.1377973556518555,Q94_Android_Development,Q80006_Computer_programming,False,False
4207,4207,-1.1571699380874634,Q94_Android_Development,Q395_Mathematics,False,False
6194,6194,-1.1633652448654175,Q94_Android_Development,Q8366_Algorithm,False,False
6534,6534,-1.1647744178771973,Q94_Android_Development,Q9143_Programming_language,False,False
6030,6030,-1.6037240028381348,Q15967387_Pandas,Q80006_Computer_programming,False,False
3039,3039,-1.618101716041565,Q15967387_Pandas,Q21198_Computer_science,False,False
6194,6194,-1.6202912330627441,Q15967387_Pandas,Q8366_Algorithm,False,False
6534,6534,-1.6399431228637695,Q15967387_Pandas,Q9143_Programming_language,False,False
5488,5488,-1.6795989274978638,Q15967387_Pandas,Q68_Computer,False,False
3039,3039,-0.7833359837532043,Q388_Linux_Command_Line,Q21198_Computer_science,False,False
6030,6030,-0.8277785181999207,Q388_Linux_Command_Line,Q80006_Computer_programming,False,False
6194,6194,-0.8458911776542664,Q388_Linux_Command_Line,Q8366_Algorithm,False,False
5488,5488,-0.8595792651176453,Q388_Linux_Command_Line,Q68_Computer,False,False
6534,6534,-0.8620989322662354,Q388_Linux_Command_Line,Q9143_Programming_language,False,False
6194,6194,-0.9628188610076904,Q858810_Big_data,Q8366_Algorithm,False,False
4207,4207,-0.9859251379966736,Q858810_Big_data,Q395_Mathematics,False,False
6030,6030,-0.9870670437812805,Q858810_Big_data,Q80006_Computer_programming,False,False
4338,4338,-1.0066357851028442,Q858810_Big_data,Q42848_Data,False,False
1644,1644,-1.02838933467865,Q858810_Big_data,Q121416_Discrete_mathematics,False,False
6030,6030,-1.2076400518417358,Q19399674_React_(Javascript_Library),Q80006_Computer_programming,False,False
3039,3039,-1.217848777770996,Q19399674_React_(Javascript_Library),Q21198_Computer_science,False,False
6194,6194,-1.238176941871643,Q19399674_React_(Javascript_Library),Q8366_Algorithm,False,False
4207,4207,-1.2747968435287476,Q19399674_React_(Javascript_Library),Q395_Mathematics,False,False
6534,6534,-1.2825613021850586,Q19399674_React_(Javascript_Library),Q9143_Programming_language,False,False
3039,3039,-0.9482466578483582,Q48493_iOS_Game_Development,Q21198_Computer_science,False,False
6030,6030,-0.9952285885810852,Q48493_iOS_Game_Development,Q80006_Computer_programming,False,False
6194,6194,-0.9958673119544983,Q48493_iOS_Game_Development,Q8366_Algorithm,False,False
5488,5488,-1.0238460302352905,Q48493_iOS_Game_Development,Q68_Computer,False,False
6534,6534,-1.0759015083312988,Q48493_iOS_Game_Development,Q9143_Programming_language,False,False
3039,3039,-0.7689501643180847,Q1988917_Data_analysis,Q21198_Computer_science,False,False
6194,6194,-0.7941910624504089,Q1988917_Data_analysis,Q8366_Algorithm,False,False
5488,5488,-0.7969161868095398,Q1988917_Data_analysis,Q68_Computer,False,False
6030,6030,-0.8198239207267761,Q1988917_Data_analysis,Q80006_Computer_programming,False,False
4207,4207,-0.8201921582221985,Q1988917_Data_analysis,Q395_Mathematics,False,False
3039,3039,-1.5421395301818848,Q63966_Unity_(User_Interface),Q21198_Computer_science,False,False
5488,5488,-1.5899490118026733,Q63966_Unity_(User_Interface),Q68_Computer,False,False
6030,6030,-1.6020472049713135,Q63966_Unity_(User_Interface),Q80006_Computer_programming,False,False
4338,4338,-1.6110267639160156,Q63966_Unity_(User_Interface),Q42848_Data,False,False
6194,6194,-1.6298176050186157,Q63966_Unity_(User_Interface),Q8366_Algorithm,False,False
3039,3039,-1.0110024213790894,Q2370_C_Sharp_(C#)_(Programming_Language),Q21198_Computer_science,False,False
6030,6030,-1.0505088567733765,Q2370_C_Sharp_(C#)_(Programming_Language),Q80006_Computer_programming,False,False
6194,6194,-1.0767334699630737,Q2370_C_Sharp_(C#)_(Programming_Language),Q8366_Algorithm,False,False
6534,6534,-1.0875871181488037,Q2370_C_Sharp_(C#)_(Programming_Language),Q9143_Programming_language,False,False
5488,5488,-1.1057920455932617,Q2370_C_Sharp_(C#)_(Programming_Language),Q68_Computer,False,False
3039,3039,-0.8598264455795288,Q483639_Cloud_computing,Q21198_Computer_science,False,False
6030,6030,-0.8759390115737915,Q483639_Cloud_computing,Q80006_Computer_programming,False,False
6534,6534,-0.89118492603302,Q483639_Cloud_computing,Q9143_Programming_language,False,False
6194,6194,-0.8994642496109009,Q483639_Cloud_computing,Q8366_Algorithm,False,False
4338,4338,-0.9484167695045471,Q483639_Cloud_computing,Q42848_Data,False,False
3039,3039,-1.1904246807098389,Q17118377_Swift_5,Q21198_Computer_science,False,False
6194,6194,-1.2271602153778076,Q17118377_Swift_5,Q8366_Algorithm,False,False
6030,6030,-1.2309823036193848,Q17118377_Swift_5,Q80006_Computer_programming,False,False
5488,5488,-1.2488924264907837,Q17118377_Swift_5,Q68_Computer,False,False
6534,6534,-1.2722657918930054,Q17118377_Swift_5,Q9143_Programming_language,False,False
6030,6030,-1.4549092054367065,Q21447895_TensorFlow,Q80006_Computer_programming,False,False
3039,3039,-1.4603657722473145,Q21447895_TensorFlow,Q21198_Computer_science,False,False
6534,6534,-1.4755215644836426,Q21447895_TensorFlow,Q9143_Programming_language,False,False
6194,6194,-1.4966057538986206,Q21447895_TensorFlow,Q8366_Algorithm,False,False
5488,5488,-1.5034135580062866,Q21447895_TensorFlow,Q68_Computer,False,False
5488,5488,-1.5363056659698486,Q2144405_hacking,Q68_Computer,False,False
4207,4207,-1.5462712049484253,Q2144405_hacking,Q395_Mathematics,False,False
6194,6194,-1.5469595193862915,Q2144405_hacking,Q8366_Algorithm,False,False
6534,6534,-1.5509231090545654,Q2144405_hacking,Q9143_Programming_language,False,False
3039,3039,-1.5611649751663208,Q2144405_hacking,Q21198_Computer_science,False,False
6194,6194,-1.5158734321594238,Q720314_Spring_Configuration_Techniques,Q8366_Algorithm,False,False
3039,3039,-1.5199779272079468,Q720314_Spring_Configuration_Techniques,Q21198_Computer_science,False,False
4207,4207,-1.5263880491256714,Q720314_Spring_Configuration_Techniques,Q395_Mathematics,False,False
6534,6534,-1.5423029661178589,Q720314_Spring_Configuration_Techniques,Q9143_Programming_language,False,False
6030,6030,-1.5562649965286255,Q720314_Spring_Configuration_Techniques,Q80006_Computer_programming,False,False
3039,3039,-0.9289966225624084,Q2407_C/C++_Programming,Q21198_Computer_science,False,False
6194,6194,-0.9535843729972839,Q2407_C/C++_Programming,Q8366_Algorithm,False,False
6030,6030,-0.9546812772750854,Q2407_C/C++_Programming,Q80006_Computer_programming,False,False
6534,6534,-0.9883754849433899,Q2407_C/C++_Programming,Q9143_Programming_language,False,False
5488,5488,-1.0094865560531616,Q2407_C/C++_Programming,Q68_Computer,False,False
3039,3039,-1.1663416624069214,Q20514253_Augur,Q21198_Computer_science,False,False
6194,6194,-1.206598162651062,Q20514253_Augur,Q8366_Algorithm,False,False
6030,6030,-1.2086373567581177,Q20514253_Augur,Q80006_Computer_programming,False,False
6534,6534,-1.210688591003418,Q20514253_Augur,Q9143_Programming_language,False,False
4207,4207,-1.221855640411377,Q20514253_Augur,Q395_Mathematics,False,False
3039,3039,-1.0683865547180176,Q3816639_Kotlin_Playground,Q21198_Computer_science,False,False
6030,6030,-1.1021013259887695,Q3816639_Kotlin_Playground,Q80006_Computer_programming,False,False
6194,6194,-1.1093802452087402,Q3816639_Kotlin_Playground,Q8366_Algorithm,False,False
5488,5488,-1.144026279449463,Q3816639_Kotlin_Playground,Q68_Computer,False,False
6534,6534,-1.1630674600601196,Q3816639_Kotlin_Playground,Q9143_Programming_language,False,False
3039,3039,-1.0352431535720825,Q850_MySQL,Q21198_Computer_science,False,False
6030,6030,-1.0499253273010254,Q850_MySQL,Q80006_Computer_programming,False,False
6194,6194,-1.0778708457946777,Q850_MySQL,Q8366_Algorithm,False,False
5488,5488,-1.0782774686813354,Q850_MySQL,Q68_Computer,False,False
4207,4207,-1.11610746383667,Q850_MySQL,Q395_Mathematics,False,False
3039,3039,-2.1956522464752197,Q61466324_cdp,Q21198_Computer_science,False,False
6030,6030,-2.2011966705322266,Q61466324_cdp,Q80006_Computer_programming,False,False
6194,6194,-2.2015926837921143,Q61466324_cdp,Q8366_Algorithm,False,False
5488,5488,-2.209932804107666,Q61466324_cdp,Q68_Computer,False,False
6534,6534,-2.225262403488159,Q61466324_cdp,Q9143_Programming_language,False,False
3039,3039,-0.9417369961738586,Q206904_R_and_RStudio,Q21198_Computer_science,False,False
6194,6194,-0.9531515836715698,Q206904_R_and_RStudio,Q8366_Algorithm,False,False
6030,6030,-1.0021421909332275,Q206904_R_and_RStudio,Q80006_Computer_programming,False,False
5488,5488,-1.0075953006744385,Q206904_R_and_RStudio,Q68_Computer,False,False
4207,4207,-1.0214169025421143,Q206904_R_and_RStudio,Q395_Mathematics,False,False
3039,3039,-1.1930418014526367,Q190637_Web_Design,Q21198_Computer_science,False,False
6194,6194,-1.2088205814361572,Q190637_Web_Design,Q8366_Algorithm,False,False
6030,6030,-1.2265361547470093,Q190637_Web_Design,Q80006_Computer_programming,False,False
5488,5488,-1.2553545236587524,Q190637_Web_Design,Q68_Computer,False,False
6534,6534,-1.2611846923828125,Q190637_Web_Design,Q9143_Programming_language,False,False
5488,5488,-1.6002765893936157,Q24816235_Algorithms,Q68_Computer,False,False
3039,3039,-1.6083385944366455,Q24816235_Algorithms,Q21198_Computer_science,False,False
6030,6030,-1.6206388473510742,Q24816235_Algorithms,Q80006_Computer_programming,False,False
6194,6194,-1.6251780986785889,Q24816235_Algorithms,Q8366_Algorithm,False,False
6534,6534,-1.6326199769973755,Q24816235_Algorithms,Q9143_Programming_language,False,False
3039,3039,-1.856850266456604,Q98731994_Spring_Boot,Q21198_Computer_science,False,False
6030,6030,-1.8742859363555908,Q98731994_Spring_Boot,Q80006_Computer_programming,False,False
5488,5488,-1.8972645998001099,Q98731994_Spring_Boot,Q68_Computer,False,False
4207,4207,-1.9021235704421997,Q98731994_Spring_Boot,Q395_Mathematics,False,False
6194,6194,-1.905653715133667,Q98731994_Spring_Boot,Q8366_Algorithm,False,False
3039,3039,-1.2753465175628662,Q176165_SQL_&_RDBMS,Q21198_Computer_science,False,False
6534,6534,-1.289513111114502,Q176165_SQL_&_RDBMS,Q9143_Programming_language,False,False
6030,6030,-1.2912191152572632,Q176165_SQL_&_RDBMS,Q80006_Computer_programming,False,False
6194,6194,-1.3236838579177856,Q176165_SQL_&_RDBMS,Q8366_Algorithm,False,False
4207,4207,-1.3257405757904053,Q176165_SQL_&_RDBMS,Q395_Mathematics,False,False
3039,3039,-1.447572112083435,Q842014_Django_Template_Language,Q21198_Computer_science,False,False
4207,4207,-1.4873428344726562,Q842014_Django_Template_Language,Q395_Mathematics,False,False
6030,6030,-1.488955020904541,Q842014_Django_Template_Language,Q80006_Computer_programming,False,False
5488,5488,-1.5189824104309082,Q842014_Django_Template_Language,Q68_Computer,False,False
6194,6194,-1.5281349420547485,Q842014_Django_Template_Language,Q8366_Algorithm,False,False
3039,3039,-1.4512823820114136,Q230036_Jquery,Q21198_Computer_science,False,False
6194,6194,-1.4578168392181396,Q230036_Jquery,Q8366_Algorithm,False,False
5488,5488,-1.4622321128845215,Q230036_Jquery,Q68_Computer,False,False
6030,6030,-1.4760456085205078,Q230036_Jquery,Q80006_Computer_programming,False,False
2452,2452,-1.4828124046325684,Q230036_Jquery,Q176623_Random_variable,False,False
3039,3039,-1.3378883600234985,Q456157_Amazon_AWS,Q21198_Computer_science,False,False
6030,6030,-1.351606845855713,Q456157_Amazon_AWS,Q80006_Computer_programming,False,False
4207,4207,-1.3734886646270752,Q456157_Amazon_AWS,Q395_Mathematics,False,False
6194,6194,-1.3815276622772217,Q456157_Amazon_AWS,Q8366_Algorithm,False,False
5488,5488,-1.397714376449585,Q456157_Amazon_AWS,Q68_Computer,False,False
3039,3039,-1.3618382215499878,Q24589705_Vue_JS,Q21198_Computer_science,False,False
6030,6030,-1.386000633239746,Q24589705_Vue_JS,Q80006_Computer_programming,False,False
6194,6194,-1.3892189264297485,Q24589705_Vue_JS,Q8366_Algorithm,False,False
6534,6534,-1.4019103050231934,Q24589705_Vue_JS,Q9143_Programming_language,False,False
4207,4207,-1.413088083267212,Q24589705_Vue_JS,Q395_Mathematics,False,False
3039,3039,-0.5454407334327698,Q79872_Object-oriented_programming,Q21198_Computer_science,True,False
6194,6194,-0.5693871378898621,Q79872_Object-oriented_programming,Q8366_Algorithm,False,False
6030,6030,-0.5874592661857605,Q79872_Object-oriented_programming,Q80006_Computer_programming,True,False
5488,5488,-0.6522846817970276,Q79872_Object-oriented_programming,Q68_Computer,False,False
6024,6024,-0.6524627208709717,Q79872_Object-oriented_programming,Q79872_Object-oriented_programming,False,False
3039,3039,-0.6365590691566467,Q15777_C_(programming_language),Q21198_Computer_science,False,False
6194,6194,-0.6928030252456665,Q15777_C_(programming_language),Q8366_Algorithm,False,False
2931,2931,-0.757744550704956,Q15777_C_(programming_language),Q205084_Computational_complexity_theory,False,False
4338,4338,-0.7683990001678467,Q15777_C_(programming_language),Q42848_Data,False,False
4207,4207,-0.7689753174781799,Q15777_C_(programming_language),Q395_Mathematics,False,False
3039,3039,-1.0978436470031738,Q364_Github,Q21198_Computer_science,False,False
6030,6030,-1.1045209169387817,Q364_Github,Q80006_Computer_programming,False,False
4207,4207,-1.1185715198516846,Q364_Github,Q395_Mathematics,False,False
6194,6194,-1.1357990503311157,Q364_Github,Q8366_Algorithm,False,False
4338,4338,-1.162741780281067,Q364_Github,Q42848_Data,False,False
6194,6194,-1.16098952293396,Q6504956_Data_visualization_tools,Q8366_Algorithm,False,False
3039,3039,-1.1622354984283447,Q6504956_Data_visualization_tools,Q21198_Computer_science,False,False
6030,6030,-1.1759568452835083,Q6504956_Data_visualization_tools,Q80006_Computer_programming,False,False
5488,5488,-1.212881088256836,Q6504956_Data_visualization_tools,Q68_Computer,False,False
1755,1755,-1.2207533121109009,Q6504956_Data_visualization_tools,Q131476_Graph_theory,False,False
6194,6194,-0.9051557183265686,Q1301371_Computer_network,Q8366_Algorithm,False,False
6030,6030,-0.9137054681777954,Q1301371_Computer_network,Q80006_Computer_programming,False,False
6534,6534,-0.9325299263000488,Q1301371_Computer_network,Q9143_Programming_language,False,False
4338,4338,-0.9375338554382324,Q1301371_Computer_network,Q42848_Data,False,True
4207,4207,-0.9597055315971375,Q1301371_Computer_network,Q395_Mathematics,False,False
3039,3039,-1.239031195640564,Q186055_Git_and_GitHub,Q21198_Computer_science,False,False
6030,6030,-1.264328956604004,Q186055_Git_and_GitHub,Q80006_Computer_programming,False,False
4207,4207,-1.2825335264205933,Q186055_Git_and_GitHub,Q395_Mathematics,False,False
6194,6194,-1.2864834070205688,Q186055_Git_and_GitHub,Q8366_Algorithm,False,False
6534,6534,-1.32949697971344,Q186055_Git_and_GitHub,Q9143_Programming_language,False,False
6030,6030,-1.4784324169158936,Q18150728_Firebase,Q80006_Computer_programming,False,False
3039,3039,-1.4856131076812744,Q18150728_Firebase,Q21198_Computer_science,False,False
6194,6194,-1.5005823373794556,Q18150728_Firebase,Q8366_Algorithm,False,False
4207,4207,-1.51190984249115,Q18150728_Firebase,Q395_Mathematics,False,False
5488,5488,-1.5259822607040405,Q18150728_Firebase,Q68_Computer,False,False
5488,5488,-1.5159891843795776,Q26874036_Debugging,Q68_Computer,False,False
3039,3039,-1.5399543046951294,Q26874036_Debugging,Q21198_Computer_science,False,False
6030,6030,-1.5666513442993164,Q26874036_Debugging,Q80006_Computer_programming,False,False
6534,6534,-1.580400824546814,Q26874036_Debugging,Q9143_Programming_language,False,False
6194,6194,-1.5875096321105957,Q26874036_Debugging,Q8366_Algorithm,False,False
3039,3039,-0.6610126495361328,Q1049878_Database_design,Q21198_Computer_science,False,False
4338,4338,-0.6656680107116699,Q1049878_Database_design,Q42848_Data,False,False
6194,6194,-0.670016348361969,Q1049878_Database_design,Q8366_Algorithm,False,False
6030,6030,-0.6902920007705688,Q1049878_Database_design,Q80006_Computer_programming,False,False
6534,6534,-0.6930086016654968,Q1049878_Database_design,Q9143_Programming_language,False,False
3039,3039,-1.8269574642181396,Q110262472_Web_Applications,Q21198_Computer_science,False,False
6030,6030,-1.851547360420227,Q110262472_Web_Applications,Q80006_Computer_programming,False,False
6534,6534,-1.8534119129180908,Q110262472_Web_Applications,Q9143_Programming_language,False,False
6194,6194,-1.8542181253433228,Q110262472_Web_Applications,Q8366_Algorithm,False,False
2431,2431,-1.854366421699524,Q110262472_Web_Applications,Q175263_Data_structure,False,False
3039,3039,-1.8214483261108398,Q2988038_App_Development,Q21198_Computer_science,False,False
6030,6030,-1.8287665843963623,Q2988038_App_Development,Q80006_Computer_programming,False,False
4207,4207,-1.83346426486969,Q2988038_App_Development,Q395_Mathematics,False,False
6534,6534,-1.851247787475586,Q2988038_App_Development,Q9143_Programming_language,False,False
6194,6194,-1.8571158647537231,Q2988038_App_Development,Q8366_Algorithm,False,False
6534,6534,-1.6660970449447632,Q55154766_JavaScript_with_ES6_Specification,Q9143_Programming_language,False,False
4207,4207,-1.6858943700790405,Q55154766_JavaScript_with_ES6_Specification,Q395_Mathematics,False,False
6030,6030,-1.6889888048171997,Q55154766_JavaScript_with_ES6_Specification,Q80006_Computer_programming,False,False
3039,3039,-1.6932228803634644,Q55154766_JavaScript_with_ES6_Specification,Q21198_Computer_science,False,False
6194,6194,-1.7037583589553833,Q55154766_JavaScript_with_ES6_Specification,Q8366_Algorithm,False,False
6030,6030,-0.6958112120628357,Q175263_Data_structure,Q80006_Computer_programming,False,False
6194,6194,-0.7126662135124207,Q175263_Data_structure,Q8366_Algorithm,False,False
6534,6534,-0.7242176532745361,Q175263_Data_structure,Q9143_Programming_language,False,False
2431,2431,-0.7510361075401306,Q175263_Data_structure,Q175263_Data_structure,False,False
4207,4207,-0.7558143734931946,Q175263_Data_structure,Q395_Mathematics,False,False
5488,5488,-0.6126422882080078,Q11660_Artificial_intelligence,Q68_Computer,True,False
4338,4338,-0.6317256093025208,Q11660_Artificial_intelligence,Q42848_Data,False,False
3394,3394,-0.6505528092384338,Q11660_Artificial_intelligence,Q2539_Machine_learning,False,False
6024,6024,-0.663449764251709,Q11660_Artificial_intelligence,Q79872_Object-oriented_programming,False,False
1267,1267,-0.6673799753189087,Q11660_Artificial_intelligence,Q11660_Artificial_intelligence,False,False
6194,6194,-1.5415639877319336,Q7247856_Office_Productivity,Q8366_Algorithm,False,False
4207,4207,-1.55660080909729,Q7247856_Office_Productivity,Q395_Mathematics,False,False
3039,3039,-1.5599439144134521,Q7247856_Office_Productivity,Q21198_Computer_science,False,False
6030,6030,-1.574739694595337,Q7247856_Office_Productivity,Q80006_Computer_programming,False,False
6534,6534,-1.582825779914856,Q7247856_Office_Productivity,Q9143_Programming_language,False,False
5488,5488,-1.4231438636779785,Q15206305_Docker,Q68_Computer,False,False
3039,3039,-1.4238182306289673,Q15206305_Docker,Q21198_Computer_science,False,False
6534,6534,-1.4306108951568604,Q15206305_Docker,Q9143_Programming_language,False,False
6194,6194,-1.4320234060287476,Q15206305_Docker,Q8366_Algorithm,False,False
4207,4207,-1.439717411994934,Q15206305_Docker,Q395_Mathematics,False,False
3039,3039,-1.6775364875793457,Q17054505_Create_and_understand_custom_IAM_roles,Q21198_Computer_science,False,False
5488,5488,-1.6864341497421265,Q17054505_Create_and_understand_custom_IAM_roles,Q68_Computer,False,False
4207,4207,-1.7069863080978394,Q17054505_Create_and_understand_custom_IAM_roles,Q395_Mathematics,False,False
6194,6194,-1.7231696844100952,Q17054505_Create_and_understand_custom_IAM_roles,Q8366_Algorithm,False,False
6030,6030,-1.7243729829788208,Q17054505_Create_and_understand_custom_IAM_roles,Q80006_Computer_programming,False,False
6030,6030,-1.0401874780654907,Q3510521_Computer_security,Q80006_Computer_programming,False,False
6194,6194,-1.0562418699264526,Q3510521_Computer_security,Q8366_Algorithm,False,False
4338,4338,-1.0947030782699585,Q3510521_Computer_security,Q42848_Data,False,False
6534,6534,-1.0980325937271118,Q3510521_Computer_security,Q9143_Programming_language,False,False
2931,2931,-1.1334176063537598,Q3510521_Computer_security,Q205084_Computational_complexity_theory,False,False
3039,3039,-1.2941274642944336,Q608276_UE_Blueprint,Q21198_Computer_science,False,False
6030,6030,-1.3110711574554443,Q608276_UE_Blueprint,Q80006_Computer_programming,False,False
5488,5488,-1.335327386856079,Q608276_UE_Blueprint,Q68_Computer,False,False
6534,6534,-1.3510452508926392,Q608276_UE_Blueprint,Q9143_Programming_language,False,False
6194,6194,-1.3714919090270996,Q608276_UE_Blueprint,Q8366_Algorithm,False,False
6030,6030,-1.6850228309631348,Q1165204_Mongodb,Q80006_Computer_programming,False,False
5488,5488,-1.6868406534194946,Q1165204_Mongodb,Q68_Computer,False,False
3039,3039,-1.6874380111694336,Q1165204_Mongodb,Q21198_Computer_science,False,False
6194,6194,-1.690206527709961,Q1165204_Mongodb,Q8366_Algorithm,False,False
4338,4338,-1.7287887334823608,Q1165204_Mongodb,Q42848_Data,False,False
3039,3039,-1.3199108839035034,Q22661306_Secure_a_Kubernetes_environment,Q21198_Computer_science,False,False
6030,6030,-1.343285083770752,Q22661306_Secure_a_Kubernetes_environment,Q80006_Computer_programming,False,False
4207,4207,-1.3764928579330444,Q22661306_Secure_a_Kubernetes_environment,Q395_Mathematics,False,False
6194,6194,-1.380515456199646,Q22661306_Secure_a_Kubernetes_environment,Q8366_Algorithm,False,False
6534,6534,-1.42754328250885,Q22661306_Secure_a_Kubernetes_environment,Q9143_Programming_language,False,False
3039,3039,-1.5478003025054932,Q16878131_Express_Router,Q21198_Computer_science,False,False
6194,6194,-1.564177393913269,Q16878131_Express_Router,Q8366_Algorithm,False,False
5488,5488,-1.5749156475067139,Q16878131_Express_Router,Q68_Computer,False,False
4207,4207,-1.5789062976837158,Q16878131_Express_Router,Q395_Mathematics,False,False
6534,6534,-1.5824661254882812,Q16878131_Express_Router,Q9143_Programming_language,False,False
6030,6030,-1.845035433769226,Q104659521_data_engineering,Q80006_Computer_programming,False,False
3039,3039,-1.846105694770813,Q104659521_data_engineering,Q21198_Computer_science,False,False
5488,5488,-1.8497297763824463,Q104659521_data_engineering,Q68_Computer,False,False
6194,6194,-1.8697208166122437,Q104659521_data_engineering,Q8366_Algorithm,False,False
2431,2431,-1.9066277742385864,Q104659521_data_engineering,Q175263_Data_structure,False,False
3039,3039,-0.7991594076156616,Q978185_Typescript,Q21198_Computer_science,False,False
6194,6194,-0.8295634388923645,Q978185_Typescript,Q8366_Algorithm,False,False
6030,6030,-0.8402456045150757,Q978185_Typescript,Q80006_Computer_programming,False,False
6534,6534,-0.8683178424835205,Q978185_Typescript,Q9143_Programming_language,False,False
