id	label
760	Q107380537
761	Q107380544
762	Q107380601
763	Q107380631
764	Q107380670
765	Q107380671
766	Q107380675
767	Q107380676
768	Q107380677
769	Q107380679
770	Q107380681
771	Q107380685
772	Q107380705
773	Q107380744
774	Q107380866
775	Q107380881
776	Q107380904
777	Q107380935
778	Q107380943
779	Q107381011
780	Q107381012
781	Q107381049
782	Q107381103
783	Q107381106
784	Q107381144
785	Q107381180
786	Q107381190
787	Q107381199
788	Q107381441
789	Q107381444
790	Q107381446
791	Q107381449
792	Q107381450
793	Q107381452
794	Q107381454
795	Q107381457
796	Q107381458
797	Q107381459
798	Q107381460
799	Q107381461
800	Q107381643
801	Q107381651
802	Q107381655
803	Q107381726
804	Q107381778
805	Q107381826
806	Q107382076
807	Q107382113
808	Q107382209
809	Q107382378
810	Q107382389
811	Q107382748
812	Q107382749
813	Q107382750
814	Q107382751
815	Q107382752
816	Q107382943
817	Q107383184
818	Q107383202
819	Q107383229
820	Q107383237
821	Q107383263
822	Q107383281
823	Q107383372
824	Q107383423
825	Q107383442
826	Q107383444
827	Q107383445
828	Q107383446
829	Q107383447
830	Q107383448
831	Q107383844
832	Q107384624
833	Q1074173
834	Q107435521
835	Q1074539
836	Q107478770
837	Q107509130
838	Q107606973
839	Q107607605
840	Q107643461
841	Q1076638
842	Q107675654
843	Q1076968
844	Q107705824
845	Q107715
846	Q1077480
847	Q1077784
848	Q1078262
849	Q1078276
850	Q107986267
851	Q10810281
852	Q108118090
853	Q108148546
854	Q10836209
855	Q108375738
856	Q108382343
857	Q10843872
858	Q10847349
859	Q108496793
860	Q108498206
861	Q108498277
862	Q108498491
863	Q1085
864	Q108525696
865	Q10854929
866	Q10856233
867	Q10858194
868	Q108582200
869	Q1085860
870	Q10858706
871	Q108629452
872	Q108630976
873	Q108637623
874	Q108673765
875	Q108702521
876	Q108704339
877	Q1087636
878	Q108783
879	Q1087987
880	Q108890218
881	Q108910022
882	Q108920450
883	Q108928644
884	Q1091245
885	Q1092177
886	Q1092448
887	Q1092514
888	Q1092527
889	Q10929058
890	Q109315418
891	Q109490472
892	Q109490582
893	Q109536148
894	Q10954303
895	Q109607333
896	Q10963663
897	Q109642276
898	Q10964946
899	Q109657450
900	Q109663929
901	Q1099110
902	Q10996045
903	Q10998149
904	Q11001274
905	Q110029326
906	Q110039945
907	Q11009956
908	Q1100998
909	Q110103400
910	Q110108998
911	Q11012
912	Q11013087
913	Q11013189
914	Q11016
915	Q11019
916	Q110224587
917	Q11023
918	Q11024
919	Q110240047
920	Q110240153
921	Q110245834
922	Q110245837
923	Q110249806
924	Q110256698
925	Q110262472
926	Q110262588
927	Q11027249
928	Q110272868
929	Q110273214
930	Q11028
931	Q110280912
932	Q110304307
933	Q11034
934	Q1103464
935	Q110406476
936	Q11042
937	Q110458263
938	Q11049442
939	Q110509708
940	Q110509808
941	Q110530811
942	Q110544181
943	Q11055634
944	Q110558466
945	Q110584684
946	Q110643724
947	Q110644150
948	Q110644152
949	Q110644154
950	Q110644161
951	Q110658215
952	Q110658259
953	Q110658289
954	Q110659313
955	Q110659340
956	Q110661332
957	Q110661364
958	Q110661395
959	Q1106819
960	Q1107006
961	Q110705475
962	Q110705675
963	Q110705852
964	Q110705906
965	Q110705945
966	Q110720922
967	Q110720930
968	Q110731414
969	Q110745469
970	Q110772254
971	Q110779090
972	Q110782826
973	Q11079271
974	Q110795284
975	Q110827069
976	Q110857125
977	Q1108792
978	Q1109023
979	Q110912899
980	Q110940720
981	Q110943975
982	Q110994345
983	Q111017056
984	Q11103
985	Q111040499
986	Q11109963
987	Q111164948
988	Q111178250
989	Q11124885
990	Q111271083
991	Q111324081
992	Q11135
993	Q111351974
994	Q11140433
995	Q111430684
996	Q111511817
997	Q111520019
998	Q111522681
999	Q111588281
1000	Q111650843
1001	Q11168
1002	Q1116876
1003	Q111701086
1004	Q11171715
1005	Q111743370
1006	Q111852099
1007	Q111862379
1008	Q11190
1009	Q111971990
1010	Q111972893
1011	Q111973641
1012	Q111982800
1013	Q1120460
1014	Q11205
1015	Q112055567
1016	Q112057532
1017	Q112119612
1018	Q11214
1019	Q112144412
1020	Q11215
1021	Q112150238
1022	Q11216
1023	Q112162285
1024	Q11219
1025	Q1122190
1026	Q11222
1027	Q1122325
1028	Q1122388
1029	Q11224256
1030	Q1122491
1031	Q112252770
1032	Q112257668
1033	Q11226
1034	Q1122625
1035	Q112263672
1036	Q1123036
1037	Q11233
1038	Q11237143
1039	Q112382143
1040	Q112453041
1041	Q1124595
1042	Q11246
1043	Q11248
1044	Q11248500
1045	Q11249923
1046	Q11253473
1047	Q1125400
1048	Q11255
1049	Q112575069
1050	Q112578313
1051	Q112578315
1052	Q112578316
1053	Q112578318
1054	Q112578326
1055	Q112578328
1056	Q112578331
1057	Q112578334
1058	Q112578336
1059	Q112578338
1060	Q112578340
1061	Q112578343
1062	Q112578348
1063	Q112578350
1064	Q112578353
1065	Q112578355
1066	Q112578358
1067	Q112578359
1068	Q112578360
1069	Q112578362
1070	Q112578367
1071	Q112578368
1072	Q112578370
1073	Q112578373
1074	Q112578374
1075	Q112578375
1076	Q112578376
1077	Q112578377
1078	Q112578383
1079	Q112578384
1080	Q112578385
1081	Q112578387
1082	Q112578389
1083	Q112578391
1084	Q112578393
1085	Q112578395
1086	Q112578403
1087	Q112578406
1088	Q112578410
1089	Q112578412
1090	Q112578414
1091	Q112578416
1092	Q112578417
1093	Q112578418
1094	Q112578424
1095	Q112578426
1096	Q112578428
1097	Q112578430
1098	Q112578433
1099	Q112578437
1100	Q112578441
1101	Q112578443
1102	Q112578450
1103	Q112578451
1104	Q112578452
1105	Q112578454
1106	Q112578456
1107	Q112578457
1108	Q112578461
1109	Q112578462
1110	Q112578469
1111	Q112578471
1112	Q112578475
1113	Q112578477
1114	Q112578480
1115	Q112578482
1116	Q112578484
1117	Q112578487
1118	Q112578492
1119	Q112578494
1120	Q112578495
1121	Q112578497
1122	Q112578500
1123	Q112578502
1124	Q112578503
1125	Q112598603
1126	Q11261
1127	Q112611771
1128	Q11266
1129	Q112661114
1130	Q112661240
1131	Q112661245
1132	Q112685364
1133	Q11272
1134	Q1127410
1135	Q112821452
1136	Q1128340
1137	Q1128453
1138	Q11288
1139	Q112889106
1140	Q1128971
1141	Q112918633
1142	Q1129239
1143	Q112936830
1144	Q112939581
1145	Q112943923
1146	Q1129466
1147	Q112947344
1148	Q112955904
1149	Q112970720
1150	Q112972233
1151	Q113015181
1152	Q1130160
1153	Q113043123
1154	Q1130524
1155	Q1130645
1156	Q11307145
1157	Q113098404
1158	Q113104535
1159	Q113127945
1160	Q113129241
1161	Q11313
1162	Q113130496
1163	Q113134227
1164	Q113134263
1165	Q113134436
1166	Q113141571
1167	Q113161436
1168	Q113161601
1169	Q1132051
1170	Q11320567
1171	Q113208012
1172	Q113208079
1173	Q113208522
1174	Q113209158
1175	Q113212481
1176	Q113212528
1177	Q1132225
1178	Q1132755
1179	Q113364611
1180	Q113374538
1181	Q113402233
1182	Q113403137
1183	Q11348
1184	Q113495219
1185	Q113501142
1186	Q113576694
1187	Q113578744
1188	Q113585511
1189	Q1135858
1190	Q1135914
1191	Q1136583
1192	Q113660857
1193	Q113662234
1194	Q11368
1195	Q1136889
1196	Q1136996
1197	Q1137004
1198	Q1137220
1199	Q11375
1200	Q1137554
1201	Q1137655
1202	Q1137807
1203	Q113806858
1204	Q11381332
1205	Q1138257
1206	Q1138496
1207	Q113861741
1208	Q113884213
1209	Q1138941
1210	Q1138951
1211	Q113940039
1212	Q1139551
1213	Q113958159
1214	Q11397
1215	Q11398090
1216	Q1139923
1217	Q113997302
1218	Q114
1219	Q1140126
1220	Q1140205
1221	Q114023750
1222	Q114023761
1223	Q1140252
1224	Q1140401
1225	Q11407
1226	Q11410
1227	Q114129834
1228	Q11414
1229	Q1141436
1230	Q1141518
1231	Q11417
1232	Q1141703
1233	Q11418769
1234	Q11421375
1235	Q11425
1236	Q114297580
1237	Q1143023
1238	Q114304773
1239	Q1143070
1240	Q114323186
1241	Q1143367
1242	Q1143393
1243	Q11436
1244	Q114391621
1245	Q114453146
1246	Q1144560
1247	Q1144882
1248	Q11455
1249	Q11456
1250	Q1145634
1251	Q1145976
1252	Q114603160
1253	Q114603215
1254	Q114612576
1255	Q114617315
1256	Q11463
1257	Q114646061
1258	Q114646133
1259	Q114688252
1260	Q1147112
1261	Q114720351
1262	Q114728146
1263	Q11473
1264	Q114737629
1265	Q1147445
1266	Q11476
1267	Q1147639
1268	Q1147660
1269	Q114799385
1270	Q114869997
1271	Q114876104
1272	Q114880746
1273	Q11488158
1274	Q114887798
1275	Q114900488
1276	Q114900710
1277	Q114900810
1278	Q114955954
1279	Q11496925
1280	Q1149776
1281	Q115
1282	Q1150207
1283	Q115028546
1284	Q115035207
1285	Q115061345
1286	Q115089572
1287	Q11509142
1288	Q115117130
1289	Q115117135
1290	Q115117167
1291	Q115117168
1292	Q115117171
1293	Q1151190
1294	Q115121160
1295	Q115123216
1296	Q1151257
1297	Q1152135
1298	Q115215420
1299	Q115217949
1300	Q1152399
1301	Q115241968
1302	Q1152543
1303	Q1152712
1304	Q115305900
1305	Q1153113
1306	Q115315870
1307	Q1153311
1308	Q1153495
1309	Q1153684
1310	Q1153760
1311	Q1153767
1312	Q11538
1313	Q115382893
1314	Q1153883
1315	Q11540953
1316	Q1154141
1317	Q1154312
1318	Q115490427
1319	Q115491523
1320	Q115494
1321	Q1155404
1322	Q115564437
1323	Q115570683
1324	Q115570779
1325	Q115576
1326	Q1155804
1327	Q115596970
1328	Q1156228
1329	Q1156402
1330	Q1156474
1331	Q115661535
1332	Q11567
1333	Q1156793
1334	Q115682741
1335	Q115707260
1336	Q115725620
1337	Q115729428
1338	Q115732523
1339	Q115920686
1340	Q115931552
1341	Q115978662
1342	Q1160312
1343	Q11612278
1344	Q1162163
1345	Q116250347
1346	Q116250414
1347	Q116250417
1348	Q1162538
1349	Q11629
1350	Q11640129
1351	Q116419343
1352	Q116450323
1353	Q1164699
1354	Q116474095
1355	Q116481801
1356	Q1164918
1357	Q11650
1358	Q116505632
1359	Q1165204
1360	Q11660
1361	Q1166072
1362	Q11661
1363	Q1166618
1364	Q116709136
1365	Q116762724
1366	Q116777014
1367	Q116790386
1368	Q116793893
1369	Q11679892
1370	Q116877
1371	Q116921423
1372	Q11692421
1373	Q116937684
1374	Q116941239
1375	Q116950424
1376	Q116950426
1377	Q116950688
1378	Q116950767
1379	Q116950794
1380	Q116950801
1381	Q116950916
1382	Q116950917
1383	Q116950918
1384	Q116950920
1385	Q116950921
1386	Q116950922
1387	Q116950923
1388	Q116950924
1389	Q116950927
1390	Q116950928
1391	Q116950929
1392	Q116950930
1393	Q116950932
1394	Q116950933
1395	Q116950934
1396	Q116950962
1397	Q116950963
1398	Q116950965
1399	Q116950966
1400	Q116950967
1401	Q116950976
1402	Q116951008
1403	Q116951012
1404	Q116951013
1405	Q116951018
1406	Q116951019
1407	Q116951021
1408	Q116951022
1409	Q116951023
1410	Q116951026
1411	Q116951027
1412	Q116951043
1413	Q116951067
1414	Q116951088
1415	Q116951124
1416	Q116951157
1417	Q116951158
1418	Q116951159
1419	Q116951249
1420	Q116951276
1421	Q116951312
1422	Q116951385
1423	Q116951386
1424	Q116952787
1425	Q116952811
1426	Q116961403
1427	Q116963690
1428	Q116963691
1429	Q116963692
1430	Q116963694
1431	Q116963695
1432	Q116963696
1433	Q116963703
1434	Q116963705
1435	Q116963706
1436	Q116963707
1437	Q116963708
1438	Q116963709
1439	Q116963710
1440	Q116963711
1441	Q116963713
1442	Q116963714
1443	Q116963715
1444	Q116963716
1445	Q116963717
1446	Q116963719
1447	Q116963720
1448	Q116963721
1449	Q116963722
1450	Q116963723
1451	Q116963724
1452	Q116963725
1453	Q116963728
1454	Q116963729
1455	Q116963730
1456	Q116963731
1457	Q116963732
1458	Q116963733
1459	Q116963734
1460	Q116963735
1461	Q116963737
1462	Q116963738
1463	Q116963739
1464	Q116963818
1465	Q116963838
1466	Q116963839
1467	Q116963850
1468	Q116963857
1469	Q116963858
1470	Q116963859
1471	Q116963860
1472	Q116963861
1473	Q116963862
1474	Q116963867
1475	Q116963868
1476	Q116963992
1477	Q116964251
1478	Q116964252
1479	Q116964253
1480	Q116964254
1481	Q116964255
1482	Q116964256
1483	Q116964259
1484	Q116964260
1485	Q116964261
1486	Q116964262
1487	Q116964263
1488	Q116964264
1489	Q116964265
1490	Q116964266
1491	Q116964269
1492	Q116964270
1493	Q116964271
1494	Q116964272
1495	Q116964273
1496	Q116964274
1497	Q116964275
1498	Q116964276
1499	Q116964279
1500	Q116964280
1501	Q116964281
1502	Q116964282
1503	Q116964283
1504	Q116964284
1505	Q116964285
1506	Q116964286
1507	Q116964289
1508	Q116964290
1509	Q116964291
1510	Q116964292
1511	Q116964293
1512	Q116964294
1513	Q116964295
1514	Q116964296
1515	Q116964300
1516	Q116964370
1517	Q116964376
1518	Q116964412
1519	Q116964858
1520	Q116964859
1521	Q116964860
1522	Q116964861
1523	Q116964862
1524	Q116964863
1525	Q116964864
1526	Q116964865
1527	Q116964866
1528	Q116964867
1529	Q116964869
1530	Q116964870
1531	Q116964873
1532	Q116964874
1533	Q116964875
1534	Q116964876
1535	Q116964879
1536	Q116964880
1537	Q116964881
1538	Q116964882
1539	Q116964913
1540	Q116964914
1541	Q116964915
1542	Q116964916
1543	Q116964917
1544	Q116964918
1545	Q116964920
1546	Q116964921
1547	Q116964924
1548	Q116964925
1549	Q116964927
1550	Q116964928
1551	Q116964929
1552	Q116964930
1553	Q116964931
1554	Q116964932
1555	Q116964933
1556	Q116964934
1557	Q116964936
1558	Q116964937
1559	Q116964938
1560	Q116964939
1561	Q116964940
1562	Q116964941
1563	Q116964942
1564	Q116964943
1565	Q116964946
1566	Q116964947
1567	Q116964948
1568	Q116964949
1569	Q116964950
1570	Q116964951
1571	Q116973139
1572	Q117
1573	Q11700776
1574	Q117025977
1575	Q117025979
1576	Q117025980
1577	Q117025981
1578	Q117025982
1579	Q117025984
1580	Q11703
1581	Q117034683
1582	Q11707176
1583	Q11707194
1584	Q1172038
1585	Q1172284
1586	Q1172338
1587	Q1172354
1588	Q1172378
1589	Q1172389
1590	Q1172399
1591	Q1172412
1592	Q117245199
1593	Q117246174
1594	Q1172480
1595	Q1172486
1596	Q11725
1597	Q1172543
1598	Q117280250
1599	Q117286419
1600	Q117303591
1601	Q117327112
1602	Q117337896
1603	Q117337897
1604	Q117348143
1605	Q117349473
1606	Q117349475
1607	Q117350903
1608	Q117356127
1609	Q117428438
1610	Q117471360
1611	Q11748370
1612	Q11775280
1613	Q117791942
1614	Q117801
1615	Q117806
1616	Q117879
1617	Q1179407
1618	Q118093
1619	Q118155
1620	Q118179251
1621	Q11819729
1622	Q11820201
1623	Q118218718
1624	Q118218736
1625	Q118218757
1626	Q118218763
1627	Q11827979
1628	Q118298890
1629	Q1183700
1630	Q118405840
1631	Q11850042
1632	Q11853079
1633	Q118563234
1634	Q1185804
1635	Q118586938
1636	Q118607849
1637	Q11862829
1638	Q1186723
1639	Q1186761
1640	Q1187721
1641	Q1187982
1642	Q1188504
1643	Q118870638
1644	Q118877762
1645	Q118878454
1646	Q11888847
1647	Q1189053
1648	Q1189206
1649	Q1189238
1650	Q11895763
1651	Q1189746
1652	Q118982677
1653	Q119018971
1654	Q119024636
1655	Q11902558
1656	Q119044058
1657	Q1190554
1658	Q1190894
1659	Q119143679
1660	Q1191527
1661	Q11917068
1662	Q1191981
1663	Q1192005
1664	Q1192297
1665	Q1192422
1666	Q1192593
1667	Q1192971
1668	Q1193246
1669	Q1193765
1670	Q1193981
1671	Q1194350
1672	Q1194435
1673	Q1194763
1674	Q1195339
1675	Q1195936
1676	Q1196231
1677	Q119648796
1678	Q1196547
1679	Q1196827
1680	Q119710782
1681	Q1197550
1682	Q119788585
1683	Q1198691
1684	Q1199356
1685	Q119953339
1686	Q1199743
1687	Q1200631
1688	Q1200670
1689	Q1200711
1690	Q1200750
1691	Q120077004
1692	Q1200988
1693	Q120116173
1694	Q12013
1695	Q12015335
1696	Q12017866
1697	Q12020
1698	Q120208
1699	Q12021511
1700	Q1202190
1701	Q1202514
1702	Q120281892
1703	Q1202939
1704	Q120359611
1705	Q120404655
1706	Q120439317
1707	Q120442132
1708	Q120470
1709	Q1205091
1710	Q12052378
1711	Q1205529
1712	Q1206319
1713	Q1206660
1714	Q12071405
1715	Q1207505
1716	Q12077575
1717	Q1209289
